order_id,order_date,region,category,sales_channel,quantity,unit_price,gross_sales,discount,net_sales,category_value,error_code,is_valid
5053,2024-03-31,West,Beauty,Store,-2.0,217.83,-435.66,0.27,-318.03180000000003,NON-RELIABLE,CRITICAL_ERROR,False
5059,2024-06-24,North,Sports,Store,0.0,546.49,0.0,0.35,0.0,NON-RELIABLE,CRITICAL_ERROR,False
5060,2024-06-07,West,Beauty,Store,-1.0,655.35,-655.35,0.02,-642.243,NON-RELIABLE,CRITICAL_ERROR,False
5063,2023-07-18,North,Beauty,Store,,87.25,,0.16,,NON-RELIABLE,CRITICAL_ERROR,False
5066,2023-11-23,Central,Beauty,Online,0.0,135.68,0.0,0.16,0.0,NON-RELIABLE,CRITICAL_ERROR,False
5069,2023-01-12,North,Electronics,Online,-1.0,390.55,-390.55,0.18,-320.25100000000003,NON-RELIABLE,CRITICAL_ERROR,False
5070,2023-06-12,Central,Sports,Store,4.0,-10.92,-43.68,0.2,-34.944,NON-RELIABLE,CRITICAL_ERROR,False
5071,2023-11-15,East,Electronics,Online,9.0,-9.02,-81.17999999999999,0.26,-60.07319999999999,NON-RELIABLE,CRITICAL_ERROR,False
5072,2023-02-07,Central,Beauty,Marketplace,14.0,,,0.06,,NON-RELIABLE,CRITICAL_ERROR,False
5075,2024-09-30,West,Sports,Store,0.0,46.52,0.0,0.26,0.0,NON-RELIABLE,CRITICAL_ERROR,False
5076,2023-04-04,Central,Home,Marketplace,10.0,,,0.16,,NON-RELIABLE,CRITICAL_ERROR,False
5081,2023-11-13,East,Sports,Online,-1.0,653.51,-653.51,0.18,-535.8782,NON-RELIABLE,CRITICAL_ERROR,False
5092,2024-07-02,East,Sports,Store,-1.0,652.49,-652.49,0.01,-645.9651,NON-RELIABLE,CRITICAL_ERROR,False
5094,2024-12-21,East,Clothing,Online,0.0,301.69,0.0,0.03,0.0,NON-RELIABLE,CRITICAL_ERROR,False
5096,2024-07-29,North,Home,Store,0.0,576.7,0.0,0.08,0.0,NON-RELIABLE,CRITICAL_ERROR,False
5098,2024-04-24,South,Electronics,Store,0.0,241.8,0.0,0.2,0.0,NON-RELIABLE,CRITICAL_ERROR,False
5102,2023-07-24,West,Clothing,Marketplace,0.0,645.8,0.0,0.11,0.0,NON-RELIABLE,CRITICAL_ERROR,False
5103,2024-12-26,North,Sports,Store,9.0,-2.59,-23.31,0.04,-22.3776,NON-RELIABLE,CRITICAL_ERROR,False
5104,2023-12-17,East,Beauty,Store,-2.0,84.15,-168.3,0.01,-166.61700000000002,NON-RELIABLE,CRITICAL_ERROR,False
5109,2023-06-11,Central,Beauty,Marketplace,,,,0.27,,NON-RELIABLE,CRITICAL_ERROR,False
5111,2023-02-04,Central,Sports,Marketplace,0.0,462.0,0.0,0.12,0.0,NON-RELIABLE,CRITICAL_ERROR,False
5117,2024-06-04,North,Electronics,Online,-1.0,87.08,-87.08,0.3,-60.956,NON-RELIABLE,CRITICAL_ERROR,False
5119,2023-10-27,North,Home,Online,0.0,82.73,0.0,0.16,0.0,NON-RELIABLE,CRITICAL_ERROR,False
5126,2024-03-18,Central,Beauty,Online,-1.0,332.88,-332.88,0.23,-256.3176,NON-RELIABLE,CRITICAL_ERROR,False
5131,2024-09-07,East,Clothing,Store,0.0,454.63,0.0,0.34,0.0,NON-RELIABLE,CRITICAL_ERROR,False
5132,2023-05-21,West,Sports,Online,,7.55,,,,NON-RELIABLE,CRITICAL_ERROR,False
5137,2023-01-07,West,Home,Store,-1.0,416.04,-416.04,0.03,-403.5588,NON-RELIABLE,CRITICAL_ERROR,False
5140,2023-05-05,North,Sports,Online,-2.0,5.03,-10.06,0.07,-9.3558,NON-RELIABLE,CRITICAL_ERROR,False
5142,2023-07-30,Central,Beauty,Marketplace,0.0,280.91,0.0,0.13,0.0,NON-RELIABLE,CRITICAL_ERROR,False
5147,2023-08-11,West,Beauty,Online,0.0,19.87,0.0,0.26,0.0,NON-RELIABLE,CRITICAL_ERROR,False
5148,2023-08-20,West,Electronics,Marketplace,-2.0,234.04,-468.08,0.3,-327.65599999999995,NON-RELIABLE,CRITICAL_ERROR,False
5154,2023-02-24,West,Home,Marketplace,,104.41,,0.21,,NON-RELIABLE,CRITICAL_ERROR,False
5156,2024-02-02,Central,Beauty,Marketplace,0.0,573.68,0.0,0.03,0.0,NON-RELIABLE,CRITICAL_ERROR,False
5157,2023-04-04,West,Sports,Online,,420.33,,0.12,,NON-RELIABLE,CRITICAL_ERROR,False
5159,2024-10-31,North,Sports,Marketplace,-1.0,332.36,-332.36,0.11,-295.8004,NON-RELIABLE,CRITICAL_ERROR,False
5161,2023-09-25,West,Sports,Store,0.0,639.97,0.0,0.18,0.0,NON-RELIABLE,CRITICAL_ERROR,False
5171,2024-04-15,South,Sports,Marketplace,0.0,356.68,0.0,0.07,0.0,NON-RELIABLE,CRITICAL_ERROR,False
5187,2023-12-17,East,Sports,Store,0.0,443.81,0.0,0.05,0.0,NON-RELIABLE,CRITICAL_ERROR,False
5190,2023-09-14,,Beauty,Store,7.0,-15.74,-110.18,0.04,-105.7728,NON-RELIABLE,CRITICAL_ERROR,False
5193,2024-08-31,North,Clothing,Online,-1.0,,,0.13,,NON-RELIABLE,CRITICAL_ERROR,False
5196,2023-06-09,Central,Clothing,Store,0.0,239.0,0.0,0.23,0.0,NON-RELIABLE,CRITICAL_ERROR,False
5197,2024-12-08,East,Sports,Store,-2.0,619.74,-1239.48,0.11,-1103.1372,NON-RELIABLE,CRITICAL_ERROR,False
5201,2024-05-25,South,Clothing,Store,10.0,,,0.3,,NON-RELIABLE,CRITICAL_ERROR,False
5203,2024-03-05,East,Sports,Marketplace,11.0,-11.18,-122.98,0.31,-84.85619999999999,NON-RELIABLE,CRITICAL_ERROR,False
5206,2024-08-13,Central,Clothing,Marketplace,0.0,78.08,0.0,0.33,0.0,NON-RELIABLE,CRITICAL_ERROR,False
5210,2024-07-04,East,Clothing,Online,,551.89,,0.0,,NON-RELIABLE,CRITICAL_ERROR,False
5213,2023-09-04,Central,Sports,Store,-1.0,666.96,-666.96,,,NON-RELIABLE,CRITICAL_ERROR,False
5215,2024-02-17,South,Clothing,Store,0.0,140.86,0.0,0.01,0.0,NON-RELIABLE,CRITICAL_ERROR,False
5220,2024-07-14,West,Clothing,Online,0.0,542.4,0.0,0.26,0.0,NON-RELIABLE,CRITICAL_ERROR,False
5221,2024-04-17,North,Electronics,Store,-1.0,216.02,-216.02,0.35,-140.413,NON-RELIABLE,CRITICAL_ERROR,False
5225,2024-07-18,Central,Clothing,Store,10.0,,,0.3,,NON-RELIABLE,CRITICAL_ERROR,False
5227,2023-08-24,South,Home,Online,0.0,84.85,0.0,0.08,0.0,NON-RELIABLE,CRITICAL_ERROR,False
5234,2023-01-13,North,Clothing,Store,-1.0,193.23,-193.23,0.03,-187.4331,NON-RELIABLE,CRITICAL_ERROR,False
5247,2024-07-01,South,Sports,Store,0.0,510.31,0.0,0.01,0.0,NON-RELIABLE,CRITICAL_ERROR,False
5249,2023-08-22,West,Electronics,Store,0.0,627.09,0.0,0.09,0.0,NON-RELIABLE,CRITICAL_ERROR,False
5250,2023-09-02,East,Home,Marketplace,6.0,,,0.16,,NON-RELIABLE,CRITICAL_ERROR,False
5252,2023-08-17,East,Sports,Store,4.0,-24.13,-96.52,0.13,-83.9724,NON-RELIABLE,CRITICAL_ERROR,False
5254,2023-01-09,,Home,Online,0.0,329.59,0.0,0.28,0.0,NON-RELIABLE,CRITICAL_ERROR,False
5255,2024-05-30,East,Beauty,Marketplace,-1.0,689.27,-689.27,0.08,-634.1284,NON-RELIABLE,CRITICAL_ERROR,False
5257,2023-08-11,,Clothing,Marketplace,,636.33,,0.31,,NON-RELIABLE,CRITICAL_ERROR,False
5260,2024-04-15,South,Clothing,Online,0.0,-13.52,-0.0,0.15,-0.0,NON-RELIABLE,CRITICAL_ERROR,False
5263,2024-07-04,North,Electronics,Store,,,,0.08,,NON-RELIABLE,CRITICAL_ERROR,False
5264,2023-07-30,East,Clothing,Online,13.0,-25.39,-330.07,0.2,-264.056,NON-RELIABLE,CRITICAL_ERROR,False
5265,2024-11-02,South,Home,Store,13.0,,,0.03,,NON-RELIABLE,CRITICAL_ERROR,False
5266,2023-12-25,East,Electronics,Store,0.0,468.83,0.0,0.17,0.0,NON-RELIABLE,CRITICAL_ERROR,False
5269,2023-05-30,West,Sports,Store,13.0,,,0.18,,NON-RELIABLE,CRITICAL_ERROR,False
5270,2024-02-21,South,Home,Marketplace,-2.0,84.5,-169.0,0.02,-165.62,NON-RELIABLE,CRITICAL_ERROR,False
5272,2023-11-26,East,Electronics,Online,-1.0,13.19,-13.19,0.34,-8.7054,NON-RELIABLE,CRITICAL_ERROR,False
5274,2024-08-24,West,Home,Marketplace,0.0,564.91,0.0,0.25,0.0,NON-RELIABLE,CRITICAL_ERROR,False
5275,2024-12-18,South,Beauty,Online,-1.0,670.5,-670.5,0.21,-529.695,NON-RELIABLE,CRITICAL_ERROR,False
5277,2024-01-24,South,Sports,Store,-2.0,254.7,-509.4,0.02,-499.212,NON-RELIABLE,CRITICAL_ERROR,False
5282,2024-10-09,Central,Sports,Marketplace,-2.0,538.0,-1076.0,0.14,-925.36,NON-RELIABLE,CRITICAL_ERROR,False
5283,2024-06-17,East,Sports,Store,-1.0,691.74,-691.74,,,NON-RELIABLE,CRITICAL_ERROR,False
5289,2024-12-04,Central,Electronics,Store,2.0,-23.18,-46.36,0.04,-44.5056,NON-RELIABLE,CRITICAL_ERROR,False
5296,2023-02-06,Central,Sports,Online,,55.27,,0.21,,NON-RELIABLE,CRITICAL_ERROR,False
5300,2023-12-02,East,Sports,Online,13.0,,,0.07,,NON-RELIABLE,CRITICAL_ERROR,False
5302,2023-11-17,South,Clothing,Marketplace,0.0,488.32,0.0,0.08,0.0,NON-RELIABLE,CRITICAL_ERROR,False
5306,2023-08-23,East,Sports,Store,-2.0,460.68,-921.36,,,NON-RELIABLE,CRITICAL_ERROR,False
5324,2023-04-28,East,Beauty,Store,0.0,,,0.26,,NON-RELIABLE,CRITICAL_ERROR,False
5326,2023-04-20,Central,Beauty,Store,-1.0,309.58,-309.58,0.05,-294.101,NON-RELIABLE,CRITICAL_ERROR,False
5330,2024-02-10,South,Beauty,Online,,65.75,,0.32,,NON-RELIABLE,CRITICAL_ERROR,False
5333,2023-06-03,East,Beauty,Online,-1.0,517.84,-517.84,0.14,-445.3424,NON-RELIABLE,CRITICAL_ERROR,False
5334,2024-03-28,Central,Home,Store,0.0,464.7,0.0,0.05,0.0,NON-RELIABLE,CRITICAL_ERROR,False
5341,2023-05-28,Central,Home,Online,3.0,-14.17,-42.51,0.16,-35.7084,NON-RELIABLE,CRITICAL_ERROR,False
5343,2024-11-19,North,Clothing,Online,4.0,,,0.03,,NON-RELIABLE,CRITICAL_ERROR,False
5347,2023-02-08,North,Electronics,Marketplace,-1.0,630.44,-630.44,0.03,-611.5268,NON-RELIABLE,CRITICAL_ERROR,False
5374,2023-01-09,West,Beauty,Store,-2.0,94.54,-189.08,0.26,-139.91920000000002,NON-RELIABLE,CRITICAL_ERROR,False
5376,2024-02-07,North,Electronics,Online,,355.03,,0.1,,NON-RELIABLE,CRITICAL_ERROR,False
5378,2023-05-20,South,Clothing,Marketplace,0.0,252.91,0.0,0.35,0.0,NON-RELIABLE,CRITICAL_ERROR,False
5386,2024-10-22,East,Home,Marketplace,14.0,-17.82,-249.48,0.21,-197.08920000000003,NON-RELIABLE,CRITICAL_ERROR,False
5388,2024-09-30,East,Electronics,Online,3.0,,,0.04,,NON-RELIABLE,CRITICAL_ERROR,False
5389,2023-12-12,East,Clothing,Online,0.0,86.35,0.0,0.15,0.0,NON-RELIABLE,CRITICAL_ERROR,False
5391,2024-01-05,South,Beauty,Store,13.0,,,0.25,,NON-RELIABLE,CRITICAL_ERROR,False
5393,2024-05-21,North,Clothing,Marketplace,7.0,,,0.18,,NON-RELIABLE,CRITICAL_ERROR,False
5394,2024-04-03,East,Sports,Store,,71.25,,0.07,,NON-RELIABLE,CRITICAL_ERROR,False
5395,2024-06-15,North,Home,Marketplace,-1.0,225.6,-225.6,0.31,-155.664,NON-RELIABLE,CRITICAL_ERROR,False
5397,2024-02-18,North,Sports,Online,7.0,-13.77,-96.39,0.01,-95.4261,NON-RELIABLE,CRITICAL_ERROR,False
5398,2023-07-14,North,Clothing,Store,0.0,661.06,0.0,0.25,0.0,NON-RELIABLE,CRITICAL_ERROR,False
5401,2024-06-06,South,Home,Online,0.0,357.16,0.0,0.04,0.0,NON-RELIABLE,CRITICAL_ERROR,False
5402,2023-04-11,West,Beauty,Store,-1.0,33.34,-33.34,0.12,-29.3392,NON-RELIABLE,CRITICAL_ERROR,False
5404,2023-02-07,East,Home,Marketplace,-2.0,228.48,-456.96,0.1,-411.264,NON-RELIABLE,CRITICAL_ERROR,False
5406,2024-07-27,West,Home,Online,1.0,,,0.03,,NON-RELIABLE,CRITICAL_ERROR,False
5408,2024-12-23,South,Sports,Store,-2.0,177.62,-355.24,0.25,-266.43,NON-RELIABLE,CRITICAL_ERROR,False
5409,2023-09-19,West,Home,Marketplace,,554.07,,0.27,,NON-RELIABLE,CRITICAL_ERROR,False
5413,2024-09-29,East,Beauty,Online,3.0,-3.8,-11.4,0.33,-7.637999999999998,NON-RELIABLE,CRITICAL_ERROR,False
5416,2023-07-31,East,Home,Marketplace,-1.0,,,0.16,,NON-RELIABLE,CRITICAL_ERROR,False
5426,2024-08-14,Central,Home,Store,,68.66,,0.15,,NON-RELIABLE,CRITICAL_ERROR,False
5429,2023-03-08,Central,Beauty,Store,-1.0,-10.8,10.8,0.08,9.936000000000002,NON-RELIABLE,CRITICAL_ERROR,False
5432,2023-02-10,North,Sports,Marketplace,0.0,658.7,0.0,0.15,0.0,NON-RELIABLE,CRITICAL_ERROR,False
5438,2024-07-24,North,Home,Marketplace,-1.0,-3.49,3.49,0.27,2.5477000000000003,NON-RELIABLE,CRITICAL_ERROR,False
5439,2023-07-08,North,Sports,Online,-1.0,377.42,-377.42,0.04,-362.3232,NON-RELIABLE,CRITICAL_ERROR,False
5440,2024-08-18,West,Beauty,Store,0.0,28.47,0.0,0.2,0.0,NON-RELIABLE,CRITICAL_ERROR,False
5447,2023-03-28,West,Sports,Marketplace,0.0,208.21,0.0,0.08,0.0,NON-RELIABLE,CRITICAL_ERROR,False
5448,2023-03-29,South,Home,Store,,304.5,,0.16,,NON-RELIABLE,CRITICAL_ERROR,False
5456,2023-09-01,West,Home,Marketplace,-1.0,42.34,-42.34,,,NON-RELIABLE,CRITICAL_ERROR,False
5460,2023-03-15,South,Clothing,Online,,292.2,,0.33,,NON-RELIABLE,CRITICAL_ERROR,False
5469,2023-12-21,South,Home,Online,-1.0,59.48,-59.48,0.34,-39.25679999999999,NON-RELIABLE,CRITICAL_ERROR,False
5473,2023-12-27,North,Clothing,Marketplace,5.0,,,0.24,,NON-RELIABLE,CRITICAL_ERROR,False
5476,2024-01-11,South,Electronics,Online,5.0,,,0.23,,NON-RELIABLE,CRITICAL_ERROR,False
5479,2023-02-17,North,Home,Marketplace,,462.26,,0.06,,NON-RELIABLE,CRITICAL_ERROR,False
5481,2023-02-07,North,Sports,Store,0.0,44.0,0.0,0.31,0.0,NON-RELIABLE,CRITICAL_ERROR,False
5485,2024-11-12,East,Home,Marketplace,12.0,-22.45,-269.4,0.27,-196.662,NON-RELIABLE,CRITICAL_ERROR,False
5487,2023-01-09,South,Electronics,Store,,281.1,,0.06,,NON-RELIABLE,CRITICAL_ERROR,False
5491,2023-02-10,South,Sports,Store,-2.0,190.86,-381.72,0.03,-370.2684,NON-RELIABLE,CRITICAL_ERROR,False
5492,2024-02-11,Central,Clothing,Online,,522.55,,0.26,,NON-RELIABLE,CRITICAL_ERROR,False
5495,2023-05-11,North,Clothing,Marketplace,-1.0,149.93,-149.93,0.04,-143.9328,NON-RELIABLE,CRITICAL_ERROR,False
5496,2024-12-27,South,Beauty,Marketplace,-2.0,468.38,-936.76,0.04,-899.2896,NON-RELIABLE,CRITICAL_ERROR,False
5497,2023-07-07,South,Home,Online,-1.0,115.95,-115.95,0.09,-105.5145,NON-RELIABLE,CRITICAL_ERROR,False
5499,2024-08-10,West,Beauty,Marketplace,-1.0,478.05,-478.05,0.34,-315.513,NON-RELIABLE,CRITICAL_ERROR,False
5501,2024-04-15,North,Home,Online,-1.0,565.04,-565.04,0.23,-435.0808,NON-RELIABLE,CRITICAL_ERROR,False
5502,2024-04-20,West,Sports,Marketplace,-2.0,67.04,-134.08,0.02,-131.3984,NON-RELIABLE,CRITICAL_ERROR,False
5503,2024-11-30,West,Clothing,Online,-1.0,645.98,-645.98,0.1,-581.3820000000001,NON-RELIABLE,CRITICAL_ERROR,False
5510,2024-02-05,,Beauty,Store,-1.0,637.83,-637.83,0.32,-433.7244,NON-RELIABLE,CRITICAL_ERROR,False
5518,2023-10-23,West,Electronics,Online,13.0,-24.69,-320.97,0.29,-227.8887,NON-RELIABLE,CRITICAL_ERROR,False
5520,2023-06-29,,Beauty,Store,-2.0,668.14,-1336.28,0.17,-1109.1124,NON-RELIABLE,CRITICAL_ERROR,False
5522,2023-02-19,West,Sports,Marketplace,-1.0,660.02,-660.02,0.14,-567.6172,NON-RELIABLE,CRITICAL_ERROR,False
5523,2023-05-06,North,Home,Online,-2.0,200.64,-401.28,0.35,-260.832,NON-RELIABLE,CRITICAL_ERROR,False
5524,2024-02-07,West,Home,Store,-1.0,50.32,-50.32,0.11,-44.7848,NON-RELIABLE,CRITICAL_ERROR,False
5528,2024-06-20,East,Beauty,Marketplace,0.0,692.43,0.0,0.3,0.0,NON-RELIABLE,CRITICAL_ERROR,False
5536,2023-03-12,North,Beauty,Online,,198.28,,0.28,,NON-RELIABLE,CRITICAL_ERROR,False
5557,2024-02-11,North,Clothing,Online,-1.0,143.05,-143.05,,,NON-RELIABLE,CRITICAL_ERROR,False
5562,2024-10-14,East,Electronics,Marketplace,-2.0,580.58,-1161.16,0.01,-1149.5484,NON-RELIABLE,CRITICAL_ERROR,False
5568,2023-06-01,West,Home,Store,-1.0,134.77,-134.77,0.08,-123.9884,NON-RELIABLE,CRITICAL_ERROR,False
5581,2023-10-28,South,Sports,Marketplace,,397.59,,0.3,,NON-RELIABLE,CRITICAL_ERROR,False
5585,2023-02-19,South,Home,Store,-2.0,508.71,-1017.42,0.01,-1007.2458,NON-RELIABLE,CRITICAL_ERROR,False
5586,2024-02-12,South,Sports,Marketplace,0.0,303.38,0.0,0.1,0.0,NON-RELIABLE,CRITICAL_ERROR,False
5588,2024-09-30,North,Beauty,Marketplace,0.0,161.1,0.0,0.05,0.0,NON-RELIABLE,CRITICAL_ERROR,False
5590,2024-09-14,North,Electronics,Online,0.0,689.25,0.0,0.08,0.0,NON-RELIABLE,CRITICAL_ERROR,False
5598,2024-05-01,West,Sports,Marketplace,-2.0,321.35,-642.7,0.04,-616.9920000000001,NON-RELIABLE,CRITICAL_ERROR,False
5599,2024-11-15,Central,Sports,Store,-1.0,507.19,-507.19,0.07,-471.6867,NON-RELIABLE,CRITICAL_ERROR,False
5603,2024-02-04,South,Home,Store,11.0,-11.05,-121.55,,,NON-RELIABLE,CRITICAL_ERROR,False
5609,2024-01-21,Central,Clothing,Marketplace,-2.0,576.89,-1153.78,0.08,-1061.4776,NON-RELIABLE,CRITICAL_ERROR,False
5610,2023-12-11,North,Electronics,Marketplace,,359.27,,0.26,,NON-RELIABLE,CRITICAL_ERROR,False
5618,2024-08-19,North,Electronics,Store,,597.42,,0.29,,NON-RELIABLE,CRITICAL_ERROR,False
5622,2023-02-27,South,Beauty,Store,6.0,-3.31,-19.86,0.3,-13.902,NON-RELIABLE,CRITICAL_ERROR,False
5624,2024-10-22,East,Beauty,Marketplace,14.0,-22.47,-314.58,0.14,-270.5388,NON-RELIABLE,CRITICAL_ERROR,False
5628,2024-03-25,East,Sports,Online,0.0,663.62,0.0,0.19,0.0,NON-RELIABLE,CRITICAL_ERROR,False
5631,2024-01-27,South,Clothing,Marketplace,13.0,,,0.09,,NON-RELIABLE,CRITICAL_ERROR,False
5633,2024-01-28,Central,Beauty,Marketplace,13.0,,,,,NON-RELIABLE,CRITICAL_ERROR,False
5636,2024-03-07,East,Electronics,Marketplace,-2.0,,,,,NON-RELIABLE,CRITICAL_ERROR,False
5638,2023-04-18,Central,Clothing,Store,0.0,439.92,0.0,0.23,0.0,NON-RELIABLE,CRITICAL_ERROR,False
5639,2023-03-06,North,Sports,Online,14.0,,,0.31,,NON-RELIABLE,CRITICAL_ERROR,False
5644,2024-07-28,South,Sports,Store,3.0,,,0.24,,NON-RELIABLE,CRITICAL_ERROR,False
5646,2024-04-30,North,Clothing,Marketplace,,609.11,,0.09,,NON-RELIABLE,CRITICAL_ERROR,False
5647,2023-05-18,North,Beauty,Marketplace,0.0,317.34,0.0,0.17,0.0,NON-RELIABLE,CRITICAL_ERROR,False
5649,2023-06-08,North,Beauty,Marketplace,-1.0,182.36,-182.36,0.09,-165.94760000000002,NON-RELIABLE,CRITICAL_ERROR,False
5651,2023-03-28,East,Clothing,Marketplace,3.0,,,0.08,,NON-RELIABLE,CRITICAL_ERROR,False
5657,2023-11-11,South,Sports,Marketplace,6.0,-18.53,-111.18,0.08,-102.28560000000002,NON-RELIABLE,CRITICAL_ERROR,False
5670,2023-10-06,East,Beauty,Marketplace,-1.0,407.63,-407.63,0.04,-391.3248,NON-RELIABLE,CRITICAL_ERROR,False
5672,2024-03-05,North,Beauty,Store,,89.5,,0.23,,NON-RELIABLE,CRITICAL_ERROR,False
5678,2024-11-23,West,Beauty,Store,0.0,417.22,0.0,0.07,0.0,NON-RELIABLE,CRITICAL_ERROR,False
5679,2024-03-30,West,Sports,Online,-1.0,158.14,-158.14,0.16,-132.83759999999998,NON-RELIABLE,CRITICAL_ERROR,False
5686,2024-02-23,Central,Sports,Online,,488.69,,0.16,,NON-RELIABLE,CRITICAL_ERROR,False
5694,2023-01-12,South,Electronics,Marketplace,-2.0,180.45,-360.9,0.13,-313.983,NON-RELIABLE,CRITICAL_ERROR,False
5695,2024-12-03,North,Beauty,Store,7.0,,,,,NON-RELIABLE,CRITICAL_ERROR,False
5698,2024-11-22,Central,Sports,Online,-1.0,49.47,-49.47,0.19,-40.0707,NON-RELIABLE,CRITICAL_ERROR,False
5699,2023-06-22,Central,Beauty,Online,-1.0,691.92,-691.92,0.32,-470.5055999999999,NON-RELIABLE,CRITICAL_ERROR,False
5700,2024-04-19,Central,Electronics,Marketplace,0.0,,,0.13,,NON-RELIABLE,CRITICAL_ERROR,False
5705,2024-02-18,South,Beauty,Online,0.0,685.27,0.0,0.33,0.0,NON-RELIABLE,CRITICAL_ERROR,False
5709,2024-02-08,West,Electronics,Store,-1.0,380.5,-380.5,0.14,-327.23,NON-RELIABLE,CRITICAL_ERROR,False
5714,2023-08-25,West,Home,Store,-2.0,519.18,-1038.36,0.02,-1017.5928,NON-RELIABLE,CRITICAL_ERROR,False
5716,2024-06-18,East,Home,Marketplace,0.0,661.12,0.0,0.3,0.0,NON-RELIABLE,CRITICAL_ERROR,False
5721,2023-03-07,East,Clothing,Store,-1.0,136.59,-136.59,0.27,-99.7107,NON-RELIABLE,CRITICAL_ERROR,False
5723,2024-01-18,North,Home,Online,,244.25,,0.11,,NON-RELIABLE,CRITICAL_ERROR,False
5725,2023-08-22,,Clothing,Marketplace,14.0,-17.36,-243.04,0.27,-177.4192,NON-RELIABLE,CRITICAL_ERROR,False
5727,2023-12-28,South,Beauty,Marketplace,,158.59,,0.34,,NON-RELIABLE,CRITICAL_ERROR,False
5728,2023-11-01,West,Beauty,Marketplace,,591.14,,0.01,,NON-RELIABLE,CRITICAL_ERROR,False
5729,2023-09-24,North,Home,Online,-2.0,566.31,-1132.62,0.3,-792.8339999999998,NON-RELIABLE,CRITICAL_ERROR,False
5730,2024-08-14,West,Home,Marketplace,,583.9,,0.12,,NON-RELIABLE,CRITICAL_ERROR,False
5731,2024-09-25,West,Clothing,Online,,355.98,,0.26,,NON-RELIABLE,CRITICAL_ERROR,False
5733,2023-01-25,East,Sports,Store,8.0,-6.02,-48.16,0.24,-36.6016,NON-RELIABLE,CRITICAL_ERROR,False
5735,2024-06-08,West,Beauty,Marketplace,7.0,-27.38,-191.66,0.18,-157.1612,NON-RELIABLE,CRITICAL_ERROR,False
5736,2024-11-10,Central,Clothing,Marketplace,,37.73,,0.29,,NON-RELIABLE,CRITICAL_ERROR,False
5738,2024-08-22,East,Home,Marketplace,-1.0,395.22,-395.22,0.32,-268.7496,NON-RELIABLE,CRITICAL_ERROR,False
5742,2024-10-24,East,Home,Online,-1.0,246.25,-246.25,0.3,-172.375,NON-RELIABLE,CRITICAL_ERROR,False
5743,2023-09-24,Central,Electronics,Marketplace,-2.0,690.74,-1381.48,0.27,-1008.4804,NON-RELIABLE,CRITICAL_ERROR,False
5748,2024-07-21,North,Electronics,Store,,312.84,,0.34,,NON-RELIABLE,CRITICAL_ERROR,False
5749,2024-04-13,Central,Beauty,Online,,524.32,,0.0,,NON-RELIABLE,CRITICAL_ERROR,False
5751,2023-06-28,West,Sports,Online,-1.0,,,0.01,,NON-RELIABLE,CRITICAL_ERROR,False
5752,2024-04-28,West,Clothing,Store,7.0,,,0.03,,NON-RELIABLE,CRITICAL_ERROR,False
5753,2024-12-17,East,Sports,Store,12.0,-22.62,-271.44,0.2,-217.152,NON-RELIABLE,CRITICAL_ERROR,False
5756,2023-03-19,West,Sports,Store,,48.53,,0.29,,NON-RELIABLE,CRITICAL_ERROR,False
5760,2024-10-06,West,Sports,Online,,11.1,,0.03,,NON-RELIABLE,CRITICAL_ERROR,False
5762,2024-04-01,Central,Sports,Online,-2.0,375.43,-750.86,0.26,-555.6364,NON-RELIABLE,CRITICAL_ERROR,False
5766,2024-07-11,West,Home,Online,0.0,684.31,0.0,0.09,0.0,NON-RELIABLE,CRITICAL_ERROR,False
5769,2023-06-14,South,Clothing,Store,0.0,670.43,0.0,0.1,0.0,NON-RELIABLE,CRITICAL_ERROR,False
5770,2023-06-10,West,Clothing,Online,14.0,,,0.26,,NON-RELIABLE,CRITICAL_ERROR,False
5771,2024-04-25,Central,Home,Store,-1.0,13.84,-13.84,0.31,-9.5496,NON-RELIABLE,CRITICAL_ERROR,False
5773,2024-03-22,West,Electronics,Store,-1.0,246.51,-246.51,0.23,-189.8127,NON-RELIABLE,CRITICAL_ERROR,False
5774,2023-09-14,East,Sports,Marketplace,-2.0,518.25,-1036.5,0.2,-829.2,NON-RELIABLE,CRITICAL_ERROR,False
5779,2024-08-18,North,Sports,Store,14.0,-20.64,-288.96000000000004,0.07,-268.7328,NON-RELIABLE,CRITICAL_ERROR,False
5781,2023-03-27,South,Sports,Online,-2.0,-28.37,56.74,0.2,45.392,NON-RELIABLE,CRITICAL_ERROR,False
5783,2023-10-25,North,Clothing,Store,0.0,478.29,0.0,0.24,0.0,NON-RELIABLE,CRITICAL_ERROR,False
5785,2024-08-16,South,Sports,Store,6.0,,,0.3,,NON-RELIABLE,CRITICAL_ERROR,False
5786,2024-11-12,Central,Clothing,Marketplace,14.0,-22.59,-316.26,0.33,-211.8942,NON-RELIABLE,CRITICAL_ERROR,False
5789,2023-11-01,North,Electronics,Marketplace,,312.89,,0.09,,NON-RELIABLE,CRITICAL_ERROR,False
5790,2024-06-27,,Sports,Store,,87.37,,0.25,,NON-RELIABLE,CRITICAL_ERROR,False
5791,2023-09-20,Central,Clothing,Marketplace,-2.0,166.15,-332.3,0.33,-222.641,NON-RELIABLE,CRITICAL_ERROR,False
5792,2023-06-17,West,Clothing,Store,4.0,-6.81,-27.24,0.16,-22.8816,NON-RELIABLE,CRITICAL_ERROR,False
